track_artist,track_album_id,track_album_name,playlist_name,playlist_id,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_id,track_name,track_popularity,release_year,genre
Tiësto,0c2NWt5RqMp05OOHN5eg9h,Making Me Dizzy,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,big room,0.596,0.973,6,-4.307,1,0.0851,0.00136,0.561,0.421,0.646,126.002,188239,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4svYkU9yiRFKBy57zW7EsF,Get Down,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,big room,0.8,0.984,1,-4.021,1,0.0974,0.112,0.423,0.0312,0.345,128.052,211874,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,5JYr1PcSI9DE0VRjouGV0d,Wasted (Remixes),big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,big room,0.555,0.906,2,-6.058,1,0.0461,0.00192,0.545,0.0556,0.228,128.017,275900,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,5EBW7odM6ZtfEZU1wgarAF,Love Comes Again,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,big room,0.627,0.902,0,-1.478,0,0.0893,0.00103,0.00347,0.0439,0.34,127.997,390000,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,2T0NPRcdhIt71ifDWm328R,God Is A Dancer (with Mabel),Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,big room,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,119.964,168125,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,6J6d8HkY1qgv5mppvldybQ,Ritual (Remixes),Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,big room,0.721,0.783,1,-5.174,1,0.0595,0.0133,2.58e-06,0.155,0.291,122.997,185765,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,54XVh1RZP4w1SqQ1ynhKZb,Secrets (Radio Edit),Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,big room,0.662,0.81,11,-4.442,0,0.0441,0.00127,0.00653,0.0886,0.224,128.007,216967,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,3U1aLrGovG0AAJn7m1hMvP,Red Lights (Remixes),Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,big room,0.564,0.746,7,-5.668,0,0.0763,0.00441,0.00118,0.0725,0.405,128.054,349465,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,1WjspDqwIlXKkI7QWGifZ2,BLUE,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,pop edm,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034,167859,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,2T0NPRcdhIt71ifDWm328R,God Is A Dancer (with Mabel),EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,pop edm,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,119.964,168125,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,6J6d8HkY1qgv5mppvldybQ,Ritual (Remixes),Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,pop edm,0.721,0.783,1,-5.174,1,0.0595,0.0133,2.58e-06,0.155,0.291,122.997,185765,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,2LfHj3QvCGowIeeSYWXLuA,"Jackie Chan (Remixes, Vol. 2)",Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,pop edm,0.625,0.952,3,-1.612,0,0.135,0.00326,0.0,0.388,0.371,128.104,200625,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,6tROybpUUpBrmX1KkFsef2,Together,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,pop edm,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,6r4WlaL3yGXz3HLWxJwsdc,Red Lights,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,progressive electro house,0.653,0.829,10,-4.783,1,0.0377,0.000739,1.5e-06,0.225,0.545,124.989,263890,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,7HVXqv7lJYQqpIFyYbVmRL,Wasted (Remixes),Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,progressive electro house,0.677,0.917,11,-5.069,0,0.0407,0.00871,0.231,0.681,0.43,128.008,355398,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,78WHOt3zOpWWcxpx6qp95B,Take Me,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,progressive electro house,0.602,0.796,9,-5.644,0,0.0344,0.00123,0.00145,0.606,0.408,128.02,361395,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,5EBW7odM6ZtfEZU1wgarAF,Love Comes Again,Alex Workout,7fRlDx99wBg6i45OCvxwKY,progressive electro house,0.627,0.902,0,-1.478,0,0.0893,0.00103,0.00347,0.0439,0.34,127.997,390000,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,1GGYP9NKuM7vSkvj0msOdH,WOW,Alex Workout,7fRlDx99wBg6i45OCvxwKY,progressive electro house,0.6,0.99,6,-3.016,1,0.337,0.00116,0.52,0.124,0.192,127.954,148125,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,progressive electro house,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,progressive electro house,0.637,0.774,1,-4.683,0,0.0323,0.0702,0.0,0.0521,0.289,128.034,257054,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,progressive electro house,0.628,0.915,10,-3.671,1,0.0745,0.0206,0.0025,0.0873,0.481,127.984,288574,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,progressive electro house,0.508,0.886,8,-3.171,1,0.0466,0.000701,0.00935,0.645,0.238,127.9,279160,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,progressive electro house,0.58,0.781,0,-4.842,1,0.03,0.00859,5.13e-06,0.15,0.604,127.991,212284,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,6o1PfuVl08EDpwVAPc0ZrX,Move To The Rhythm,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,progressive electro house,0.415,0.986,10,-3.886,0,0.107,0.000313,0.877,0.0736,0.037,128.006,348750,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4gAPiXbAyicBwaTBFKVrJu,Grapevine,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,progressive electro house,0.714,0.828,3,-4.663,1,0.0598,0.00514,0.154,0.32,0.208,124.034,150968,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,7uF3tw2fIZw07hUaGLU3Pe,Pair of Dice (Radio Edit),Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,progressive electro house,0.493,0.918,8,-4.37,1,0.0583,0.000136,0.909,0.887,0.209,128.022,185500,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,1sRQsBCndVdWuYjK11PQYu,We Own The Night,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,progressive electro house,0.707,0.882,7,-3.207,1,0.0719,0.000807,0.0591,0.0812,0.51,130.012,331373,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,5JYr1PcSI9DE0VRjouGV0d,Wasted (Remixes),Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,progressive electro house,0.647,0.95,11,-3.703,0,0.134,0.00797,0.00118,0.152,0.239,128.001,252880,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,5HUNw1AiLHrpTVvnN7TT1b,Grapevine (The Remixes),Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,progressive electro house,0.724,0.843,10,-4.508,0,0.104,0.0566,0.0803,0.182,0.697,125.983,201905,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,4iJvVTuleXvxg8blbzfO9h,God Is A Dancer (Remixes),"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,progressive electro house,0.526,0.825,1,-8.968,0,0.0772,6.08e-05,0.29,0.154,0.0396,123.97,163549,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,0gEZcQnr9znzClpg2ts5qm,Together,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,progressive electro house,0.635,0.878,0,-4.753,1,0.07,0.0103,0.538,0.338,0.414,125.002,166560,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,2GO8bfob0a7pR7HFbeWRNk,Together,Trending EDM by Nik Cooper,4N1ipiKR3xla8UXtE12XBm,progressive electro house,0.635,0.878,0,-4.753,1,0.07,0.0103,0.538,0.338,0.414,125.002,166560,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,5eOEgm8AW0IpN9UxC2Xr1W,Red Lights,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,progressive electro house,0.654,0.811,10,-4.767,1,0.0392,0.000626,0.0,0.234,0.562,124.993,263890,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,0Fr8VXZ9lggVn466JJ8Ntf,Take Me,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,progressive electro house,0.577,0.796,0,-4.828,1,0.0299,0.00908,5.34e-06,0.116,0.563,127.997,212121,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Tiësto,584m4QL0kmpG69zSpMKvv8,Wasted,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,progressive electro house,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,188371,5M0ApBngnLXxx0yO8YUrNG,10:35,19,2023,Workout
Lizzo,1k1HuvFs562Z3CCiSYhtc1,Good as Hell (feat. Ariana Grande) [Remix],Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,post-teen pop,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,1Acxd38LUbtYM4OpjiGliW,About Damn Time,15,2023,Workout
Lizzo,1k1HuvFs562Z3CCiSYhtc1,Good as Hell (feat. Ariana Grande) [Remix],indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,indie poptimism,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,1Acxd38LUbtYM4OpjiGliW,About Damn Time,15,2023,Workout
Lizzo,4CA8GvVF7swZafg0zYh9qq,Good as Hell,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,indie poptimism,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,1Acxd38LUbtYM4OpjiGliW,About Damn Time,15,2023,Workout
Lizzo,1k1HuvFs562Z3CCiSYhtc1,Good as Hell (feat. Ariana Grande) [Remix],Global Top 50 | 2020 Hits,1KNl4AYfgZtOVm9KHkhPTF,latin hip hop,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,1Acxd38LUbtYM4OpjiGliW,About Damn Time,15,2023,Workout
Lizzo,4CA8GvVF7swZafg0zYh9qq,Good as Hell,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,urban contemporary,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,1Acxd38LUbtYM4OpjiGliW,About Damn Time,15,2023,Workout
Lizzo,4CA8GvVF7swZafg0zYh9qq,Good as Hell,Hip Pop 2019,3tmx4p5RGlOV1AapXOt1Ze,hip pop,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,1Acxd38LUbtYM4OpjiGliW,About Damn Time,15,2023,Workout
Lizzo,1k1HuvFs562Z3CCiSYhtc1,Good as Hell (feat. Ariana Grande) [Remix],Neo-Soul,1eqVgsNjaX6mxDPoefhocT,neo soul,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,1Acxd38LUbtYM4OpjiGliW,About Damn Time,15,2023,Workout
Portugal. The Man,2fbps64P1Z4EEktydBn9yZ,Feel It Still,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,post-teen pop,0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,163251,4hRlvhDlrWbPLmYkfzEYx3,Feel It Still,16,2023,Workout
Portugal. The Man,6VoOCCv0bXPrTHDncJyIgF,Evil Friends,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,indie poptimism,0.627,0.633,10,-7.41,0,0.0305,0.133,7.07e-05,0.216,0.763,85.999,194053,4hRlvhDlrWbPLmYkfzEYx3,Feel It Still,16,2023,Workout
Portugal. The Man,4VzzEviJGYUtAeSsJlI9QB,Woodstock,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,hip pop,0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017,246787,4hRlvhDlrWbPLmYkfzEYx3,Feel It Still,16,2023,Workout
Portugal. The Man,4VzzEviJGYUtAeSsJlI9QB,Woodstock,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,hip pop,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4hRlvhDlrWbPLmYkfzEYx3,Feel It Still,16,2023,Workout
Joel Corry,1PvEp0qeU6o2rm0i2qUC2N,Sorry,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,dance pop,0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,188640,54mumzlOVTwp2nBvUXurvP,Head & Heart,17,2023,Workout
Maroon 5,63rPSO264uRjW1X5E6cWv6,Memories (Dillon Francis Remix),Pop Remix,37i9dQZF1DXcZDD7cfEKhW,dance pop,0.726,0.815,11,-4.969,1,0.0373,0.0724,0.00421,0.357,0.693,99.972,162600,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,3nR9B40hYLKLcR0Eph3Goc,Memories,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,dance pop,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,3nR9B40hYLKLcR0Eph3Goc,Memories,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,post-teen pop,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,1Li4rADxSxjT2g4xqUcMYh,Red Pill Blues (Deluxe),Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6i7WCdMCeqUKte5zU8DUUA,V (Deluxe),Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.744,0.783,1,-7.077,1,0.0337,0.0553,0.0,0.086,0.885,120.042,235493,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2MNwQ0qxvbMlBeWubrDZzX,V,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.459,0.741,4,-6.43,0,0.0495,0.000189,0.0,0.481,0.344,189.879,231013,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2Auw0pTT6EcQdvHNimhLQI,V,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,post-teen pop,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,7strNUlU6xZqlVWBNUdOYv,Hands All Over,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,post-teen pop,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2Auw0pTT6EcQdvHNimhLQI,V,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,post-teen pop,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,post teen pop,2ltt5ouiEO301o2jbxn30d,post-teen pop,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,259453,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,5NdkVAsSvgUfe3cD8LwSTD,Singles,post teen pop,6rjxP7GQKoqqgoakzxl3PY,post-teen pop,0.72,0.751,11,-4.484,0,0.0462,0.0113,0.0,0.353,0.599,128.017,202640,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,post teen pop,6rjxP7GQKoqqgoakzxl3PY,post-teen pop,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,206200,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,post teen pop,6rjxP7GQKoqqgoakzxl3PY,post-teen pop,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2Auw0pTT6EcQdvHNimhLQI,V,post teen pop,6rjxP7GQKoqqgoakzxl3PY,post-teen pop,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6wALaPGffjfxQnGQUAk7kX,Don't Wanna Know,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,electropop,0.777,0.627,7,-6.142,1,0.0792,0.356,0.0,0.0956,0.444,100.054,214480,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6IlqqqEqp1Qfd6187z3YVG,What Lovers Do (feat. SZA),Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,electropop,0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,199849,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,1Jmq5HEJeA9kNi2SgQul4U,Red Pill Blues (Deluxe),Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,electropop,0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,1Jmq5HEJeA9kNi2SgQul4U,Red Pill Blues (Deluxe),Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,electropop,0.659,0.604,8,-5.084,1,0.0542,0.0889,0.0,0.105,0.407,126.135,190643,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,17qutq1SGPzdlAraMeXIhA,Overexposed (Deluxe),Electropop 2019,4Bi8VLtaSu0JILliif8lH6,electropop,0.69,0.851,3,-4.005,0,0.0457,0.000923,0.0,0.0757,0.896,124.952,211427,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2Auw0pTT6EcQdvHNimhLQI,V,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,electropop,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2Auw0pTT6EcQdvHNimhLQI,V,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,electropop,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,4KXLjIEas8MTwwX3xpmAdC,V (Deluxe),Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,electropop,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,1snrPQMoTrBsKl73wzSxbn,Hands All Over (Revised International Standard version),Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,electropop,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,201493,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,0fvTn3WXF39kQs9i3bnNpP,Don't Wanna Know,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,electropop,0.783,0.623,7,-6.126,1,0.08,0.338,0.0,0.0975,0.447,100.048,214480,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,1Li4rADxSxjT2g4xqUcMYh,Red Pill Blues (Deluxe),ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,electropop,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,electropop,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,259453,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2Auw0pTT6EcQdvHNimhLQI,V,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,electropop,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,75iQSBSaztFIAun9qLLCnb,Girls Like You (feat. Cardi B),Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,electropop,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,electropop,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,electropop,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,2RUHJZ3raiIDsR3yX4JXf5,It Won't Be Soon Before Long (International Version),Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,electropop,0.587,0.677,2,-3.765,1,0.0256,0.033,0.0,0.18,0.239,94.988,243320,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,6wALaPGffjfxQnGQUAk7kX,Don't Wanna Know,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,indie poptimism,0.777,0.627,7,-6.142,1,0.0792,0.356,0.0,0.0956,0.444,100.054,214480,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,3PSx9VTrfoKURlEAu8rZBe,Animals (Gryffin Remix),Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,tropical,0.553,0.835,4,-6.141,0,0.0356,0.0198,0.000581,0.0757,0.528,100.984,319160,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,3toVRkWzjEYU9U51GDqllW,1.22.03 Acoustic,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin pop,0.623,0.494,11,-9.281,0,0.0313,0.496,5.96e-06,0.698,0.563,98.556,276787,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
Maroon 5,3gjJTUMI9q6ReSe0z7gyjp,Hands All Over (Revised International Deluxe),Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin pop,0.729,0.591,6,-7.544,1,0.0385,0.24,0.0,0.111,0.42,97.002,226320,64QftS2rGzpynevjuCsJXW,Moves Like Jagger,55,2018,Workout
